500,ZV273,MAC,SCCL MARINE CITY PL
500,ZV273,MAR,SCCL MARYSVILLE PL
500,ZV273,MEM,SCCL MEMPHIS PL
500,ZV273,SCL,SCCL PORT HURON MAIN
500,ZV273,SCP,SCCL ST CLAIR PL
500,ZV273,YAL,SCCL YALE PL
200,ZV303,IV,SCDL CLARKSVILLE
200,ZV303,IS,SCDL SARANAC
300,ZV305,,Schoolcraft Comm Library
700,ZV385,,Schultz-Holmes Library
400,ZV306,,Sebewaing Twp Library
200,ZV285,,Seville Township Library
200,ZV307,,Shelby AREA Dist Lib
500,ZV308,SBL,Shelby TWP Library SBL
100,ZV389,,Sherman Township Library
400,ZV255,D,Shiawassee DL DURAND  NO PACK
400,ZV255,O,Shiawassee DL OWOSSO  NO PACK
700,ZF012,,Siena Heights University
400,ZV332,,Sleeper Public Library
300,ZV309,,Sodus Township Library
300,ZV311,,South Haven Mem Library  NO PACK
500,ZV313,,Southfield Pub Lib CIRCULATION
500,ZV313,D,Southfield Pub Lib DRIVE UP WINDOW
500,ZV381,14,Southgate Veterans Memorial Library
200,ZV314,ES,Sparta Carnegie Township Lib  NO PACK
101,ZV223,,Spies Public Library
700,ZF013,,Spring Arbor University
200,ZV315,OS,Spring Lake Dist Lib  NO PACK
500,ZV086,71,Springfield Twp Lib
101,ZV297,,St Ignace Public Lib
400,ZV294,STC,St. Charles Dist Library STC
500,ZV795,SCS,St. Clair Shores Public  SCS
300,ZV299,,St. Joseph/MP Palenske Lib
700,ZV232,,Stair District Library
500,ZV818,SHL,Sterling Heights PL SHL NO PACK
300,ZV320,,Sturgis Library
500,ZX010,SLC,Suburban Library Cooperative SLC
200,ZV321,,Sunfield Dist Library
101,Z0156,,Superior Central Sch Lib
100,ZV400,,Superior DL BAYLISS ZV304
100,ZV400,,Superior DL ENGADINE ZV394
100,ZV400,,Superior DL LES CHENEAUX ZV366
100,ZV400,,Superior DL PICKFORD ZV391
101,ZX001,SLC,Superiorland Library Coop
100,ZV115,,Surrey Twp Public Lib
100,ZV322,,Suttons Bay Library NO PACK
101,Z8015,,Tahquamenon Area SchPub Lib
200,ZV193,ML,Tamarack District Lib  NO PACK
500,ZV382,26,Taylor Community Library
400,ZV049,,Taymouth Twp Libray
700,ZV371,,Tecumseh Dist Library
300,ZV324,,Tekonsha Twp Library
500,ZX012,49,The Library Network
400,ZV293,,Thomas Township Library
400,ZV182,,Thompson Home Pub Lib
200,Z8011,BM,Thornapple Kellogg  NO PACK
300,ZV326,,Three Oaks Twp Public NO PACK
300,ZV327,,Three Rivers Public Lib  NO PACK
100,ZV330,E,Traverse Area DL EAST BAY NO PACK
100,ZV330,F,Traverse Area DL FIFE LAKE NO PACK
100,ZV330,I,Traverse Area DL INTERLOCHEN NO PACK
100,ZV330,K,Traverse Area DL KINGSLEY NO PACK
100,ZV330,P,Traverse Area DL PENINSULA NO PACK
100,ZV330,W,Traverse Area DL WOODMERE NO PACK
500,ZV383,16,Trenton Veterans Memorial Library
500,ZV831,TPL,Troy Public Library TPL NO PACK
500,ZF014,,University of Detroit Mercy
500,ZA011,,University of MI ANN ARBOR
500,ZA012,,University of MI DEARBORN
500,ZV334,UPL,Utica Public Library UPL NO PACK
300,ZV088,VMA,Van Buren DL ANTWERP
300,ZV088,VBA,Van Buren DL BANGOR
300,ZV088,VBL,Van Buren DL BLOOMINGDALE
300,ZV088,VCO,Van Buren DL COVERT
300,ZV088,VGO,Van Buren DL GOBLES
300,ZV088,VLA,Van Buren DL LAWRENCE
300,ZV088,VWE,Van Buren DL WEBSTER
200,ZV336,,Vermontville Twp Library
400,ZV337,,Vernon District Library  NO PACK
300,ZV339,,Vicksburg District Library
101,ZV340,,Wakefield Public Library
700,ZV341,,Waldron District Library
200,Z8021,,Walkerville Pub Sch Library NO PACK
500,ZV342,62,Walled Lake City Library NO PACK
500,ZF016,,Walsh College
200,Z8012,,Walton Erickson Public Library
500,ZV844,WMB,Warren PL BURNETTE BR WMB NO PACK
500,ZV844,WDB,Warren PL BUSCH BR WDB NO PACK
500,ZV844,WCV,Warren PL CIVIC CTR BR WCV NO PACK
500,ZV844,WAM,Warren PL MILLER BR WAM NO PACK
500,ZC027,,Washtenaw Comm Coll
500,ZV346,64,WaterFORD Twp PL MAIN  NO PACK
400,ZV123,,WaterTOWN Township Library
300,ZV347,,Watervliet Dist Library
500,ZC028,D,Wayne County CommCollD DOWNRIVER
500,ZC028,T,Wayne County CommCollD DOWNTOWN
500,ZC028,E,Wayne County CommCollD EASTERN
500,ZC028,L,Wayne County CommCollD LRC
500,ZC028,N,Wayne County CommCollD NORTHWEST
500,ZC028,W,Wayne County CommCollD WESTERN
500,ZV349,23,Wayne Public Library
500,ZV350,D,West Bloomfield Pub Lib MAIN DRIVEUP NO PACK
500,ZV350,L,West Bloomfield Pub Lib MAIN LOBBY NO PACK
500,ZV350,W,West Bloomfield Pub Lib WESTACRES NO PACK
100,ZV351,WBR,West Branch District Lib WBR
101,ZV179,,West Iron Dist Library
300,ZA015,,Western Michigan Univ
500,ZV353,63,Westland WP Faust Lib  NO PACK
200,ZV354,NW,White Cloud Library   NO PACK
200,ZV358,SW,White Lake COMMUNITY Lib
500,ZV355,73,White Lake TWP Library
300,ZV356,,White Pigeon Twp Lib  NO PACK
200,ZV316,,White Pine District Library
500,ZV360,38,Wixom Public Library
700,ZD002,GR,WMU Cooley GRAND RAPIDS
700,ZD002,LAN,WMU Cooley LANSING
100,ZV361,,Wolverine Comm Library
500,ZA014,,WSU APPLEBAUM PHARM LIBRARY NO PACK
500,ZA014,SUL,WSU LAW LIBRARY NO PACK
500,ZA014,SUM,WSU MEDICAL LIBRARY  NO PACK
500,ZA014,,WSU PURDY/KRESGE  NO PACK
500,ZA014,SUB,WSU STORAGE  NO PACK
500,ZA014,SUU,WSU UNDERGRADUATE   NO PACK
500,ZV363,95,Wyandotte Bacon Mem Dist Lib  NO PACK
500,ZV364,201_B,Ypsilanti Dist Lib BOOKMOBILE   NO PACK
500,ZV364,201_M,Ypsilanti Dist Lib MICHIGAN AVE  NO PACK
500,ZV364,201_S,Ypsilanti Dist Lib SUPERIOR   NO PACK
500,ZV364,201_W,Ypsilanti Dist Lib WHITTAKER RD NO PACK
200,ZG016,,College for Creative Studies
200,ZV113,,Falmouth Area Library
200,ZC010,,Kalamazoo Valley Comm Coll
200,ZG519,,Hillsdale COLLEGE ZG019
